question,context,ideal_answer,answer,blue score,meteor score,rouge score,SentenceSim score,SimHash score,perplexity score,bleurt score,F1 score
Summarize the given paragraph in two sentences.,David was born in 1980. He grew up in a small town in Canada and was an enthusiastic student. He pursued a degree in engineering in a local college and was a star student.,"David was born in a small Canadian town in 1980 and was an outstanding student in college, where he pursued a degree in engineering. He was an enthusiastic learner and a shining star in his college.",,0.0,0.0,0.0,0.059467368,30,0.0,-0.8599824905395508,0.0
Calculate the surface area of a cube from the given side length.,a=4,64,[SEP] a =,0.0,0.0,0.0,0.24425852,36,2.0,-1.3912413120269775,0.0
Change the sentences from active voice to passive voice.,She will write the report.,The report will be written by her.,,0.0,0.0,0.0,0.042454123,32,0.0,-0.8466460108757019,0.0
Compute the median age of the given list of ages.,"15, 68, 20, 41, 28",29.5,age of the,0.0,0.0,0.0,0.2614701,26,2.0,-1.1324403285980225,0.0
Convert the given time (in minutes) to hours and minutes.,125,2 hours and 5 minutes,convert the given time ( in minutes ) to hours,5.330020010319017e-232,0.10526315789473685,0.3076923076923077,0.52186775,25,5.785155024015761,-0.9917924404144287,0.3333333333333333
Order these countries based on their population size,"Canada, Mexico, Brazil","Brazil, Mexico, Canada",,0.0,0.0,0.0,0.098596446,38,0.0,-0.5633888840675354,0.0
Read the article and identify the central idea.,"Here is the article. 

India is a country of varied cultures, languages, and religions. Each of these elements co-exist peacefully here, giving India its unique and rich identity. People from different backgrounds live in harmony and form strong bonds of friendship which are the foundation of our great nation.","The central idea of the article is that India is a country of diverse components, including cultures, languages and religions, which peacefully exist together and form strong bonds of friendship.",and form strong bonds of friendship which are the foundation of our,0.1484131243041233,0.539906103286385,0.4285714285714285,0.4703154,30,23.83757243079719,-0.17869903147220612,0.42105263157894735
Determine the median of the following group of numbers:,"8, 22, 11, 47",11,determine the median of the,0.0,0.0,0.0,0.20185211,30,2.0,-1.467362642288208,0.0
"Create a list of five influential people in the given field, along with a brief description of each person.",Art,"1. Leonardo da Vinci – An Italian Renaissance polymath, known for his masterful artworks.
2. Michelangelo – A sculptor and painter known for creating magnificent frescoes and statues.
3. Rembrandt – A Dutch painter, draughtsman and printmaker and one of the most important figures in art history.
4. Pablo Picasso – A renowned Spanish painter, sculptor and ceramicist, who revolutionized art in the 20th century.
5. Vincent van Gogh – A Post-Impressionist painter, whose fame reached its peak after his death.",along with,0.0,0.0,0.0,0.06086975,29,82.0,-0.8256476521492004,0.0
Identify what type of machine learning technique would be applicable for the given task description.,"Given a large dataset of images, create a model that can accurately classify the images.",The applicable machine learning technique for this task would be a Convolutional Neural Network (CNN). CNNs are typically used for image classification tasks and are able to detect patterns in visual data.,,0.0,0.0,0.0,-0.006326735,35,0.0,-0.8237959146499634,0.0
Suggest how to improve the execution of a program given the demo results.,"The program is supposed to generate images from sketch inputs, but the published results are low-resolution and have some blurred lines when compared to the original sketch.","The program can be improved by increasing the resolution of the generated images. This can be achieved by adding more layers in the deep learning model and increasing the size of the input image. Additionally, the parameters of the deep learning model, such as learning rate and optimizer – can be fine-tuned to get better results.","the program is supposed to generate images from sketch inputs, but the published results are low - resolution and have some",1.1291106198145067e-231,0.2848830973830974,0.2631578947368421,0.58802307,29,45.5888177244897,-0.552256166934967,0.18181818181818182
Generate a paragraph based on the given information.,"In the year 2025, the United Nations is working hard to reduce its carbon emissions by 50%.","The United Nations is taking its climate initiatives seriously in the year 2025 and is working hard to reduce its carbon emissions. To achieve this goal, the organization is taking various steps such as encouraging the adoption of renewable sources of energy, introducing energy-saving measures in buildings and factories, and promoting sustainable agricultural practices across the globe. Furthermore, the UN is making use of the latest technological innovations such as electric vehicles, efficient air conditioning systems, and effective waste management systems to reduce its greenhouse gas emissions by 50%.",,0.0,0.0,0.0,0.03721813,33,0.0,-0.7401485443115234,0.0
Classify the given items according to their family.,"Pigeon, Duck, Swallow","Pigeon – Bird
Duck – Bird
Swallow – Bird",,0.0,0.0,0.0,0.14049928,33,0.0,-1.1502602100372314,0.0
"Analyze the given sentence and identify its grammatical errors, if any.",These type of problems are difficult to solve.,"The sentence has a grammatical error, as ‘these’ should be followed by a singular noun or pronoun. The correct sentence would be: This type of problem is difficult to solve.",,0.0,0.0,0.0,0.067029186,36,0.0,-0.9715311527252197,0.0
Identify the concept behind the given statement.,It's better to give than receive.,The concept behind the statement is generosity and altruism.,,0.0,0.0,0.0,0.15376957,29,0.0,-0.9583202600479126,0.0
Transform the given statement into an imperative one.,I would like you to clean your room.,Clean your room.,,0.0,0.0,0.0,0.19881386,28,0.0,-0.7320910692214966,0.0
Suggest an example that best represents the given concept.,Generosity,An example of generosity would be someone who volunteers their time to help out at a charity.,,0.0,0.0,0.0,0.15725228,36,0.0,-1.006015419960022,0.0
Edit the sentence to make formal.,It looks altogether like the situation will be getting worse.,It appears that the situation will likely be deteriorating further.,,0.0,0.0,0.0,0.09233898,29,0.0,-0.8798418045043945,0.0
Find the name of the author of this book.,Book: The Cat in the Hat,"The author of the book ""The Cat in the Hat"" is Dr. Seuss.",[CLS] find,0.0,0.0,0.0,0.14450285,31,14.0,-1.1784946918487549,0.0
Add the following text to the document.,"Text:
It is clear that the current economic crisis has impacted a large number of people.","The document now includes the text: ""It is clear that the current economic crisis has impacted a large number of people.""",,0.0,0.0,0.0,0.10268568,25,0.0,-0.9532146453857422,0.0
Create a topic outline for the essay.,Essay topic: Technology and its Impact on Society.,"I. Introduction 
A. Definition of Technology 
B. Impact of Technology on Society 

II. Effects of Technology 
A. Positive Effects 
B. Negative Effects 

III. Conclusion 
A. Summary of the Impact 
B. Recommendations",,0.0,0.0,0.0,0.053266507,28,0.0,-0.6654670238494873,0.0
Delete the paragraph from this 1000-word article that does not belong.,The entire article,The entire article excluding the paragraph that does not belong.,,0.0,0.0,0.0,0.06393694,26,0.0,-0.945807933807373,0.0
Write a tweet summarizing this article about an animal rescue in Thailand.,The article,Amazing news! An animal rescue in Thailand has successfully freed 63 bears from animal trafficking. The rescued bears will now receive the proper care and attention they need. #animalrescue #animalrights #Thailand,[CLS] write a tweet summarizing this article about an animal rescue in thailand,1.300860878627404e-78,0.21627906976744182,0.22727272727272727,0.64979327,25,30.11701415032583,-0.8251552581787109,0.2051282051282051
Come up with an interesting title for this article about artificial intelligence.,The article,"""Decoding the Future: Understanding the Power of Artificial Intelligence""",,0.0,0.0,0.0,0.12857208,29,0.0,-0.9650701284408569,0.0
Change the sentence from passive to active voice.,The ball was thrown by the player.,The player threw the ball.,,0.0,0.0,0.0,0.08344352,34,0.0,-0.952903151512146,0.0
Label whether the following statements are true or false.,Some amphibians have wings,False,,0.0,0.0,0.0,0.30537277,34,0.0,-0.12256114184856415,0.0
Analyze the following sentence and identify the verb and its tense.,She played the piano.,"Verb: Played
Tense: Past",[SEP] she played the piano,0.0,0.07246376811594203,0.22222222222222224,0.38370126,29,4.999999999999999,-1.3025856018066406,0.25
